Account__c,RecordTypeId,Type__c,Status__c,CurrencyIsoCode,AutoRenewal__c,Primary__c,BillingConditions__c,InvoiceSendingMethod__c,PaymentMethod__c,SendInvoiceTo__c,BillingInstructions__c,PurchaseOrderRequired__c,PurchaseOrderReference__c,PurchaseOrderRequestDate__c,BillingBusinessName__c,BillingDepartment__c,BillingAddress__Street__s,BillingAddress__City__s,BillingAddress__PostalCode__s,BillingAddress__CountryCode__s,ShippingBusinessName__c,ShippingDepartment__c,ShippingAddress__Street__s,ShippingAddress__City__s,ShippingAddress__CountryCode__s,BillingContact__c,CashCollectionContact__c,SourceOpportunity__c
001IV000015S85lYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,cguichard@reinededijon.fr,Redevance 2026,false,,,REINE DE DIJON sas,,1 Rue des Combets,FLEUREY-SUR-OUCHE,21410,FR,REINE DE DIJON sas,Facture originale électronique à,cguichard@reinededijon.fr,.,FR,003IV000010tIe0YAE,003IV000010tIe0YAE,006ci00000SqrSWAAZ
001IV000015S2eEYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,charline.leberrigaud@eureden.com,Redevance 2026,false,,,PEP sasu,,ZI de Camagnon,PLOERMEL,56800,FR,PEP sasu,Facture originale électronique à,charline.leberrigaud@eureden.com,.,FR,003IV000010t2zrYAA,003IV000010tRW1YAM,006ci00000SqrSXAAZ
001IV000015S8jEYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,charlotte.maillard@texelis.com,Redevance 2026,false,,,TEXELIS sasu,,72 Route du Palais,LIMOGES CEDEX 1,87011,FR,TEXELIS sasu,Facture originale électronique à,charlotte.maillard@texelis.com,.,FR,003IV000010t3skYAA,003IV000010t3skYAA,006ci00000SqrSYAAZ
001IV000015RewKYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,chenove.comptabilite@cordenpharma.com,Redevance 2026,false,,,CORDEN PHARMA CHENOVE sasu,,47 rue de Longvic,CHENOVE,21300,FR,CORDEN PHARMA CHENOVE sasu,Facture originale électronique à,chenove.comptabilite@cordenpharma.com,.,FR,003IV000010tIiQYAU,003IV000010tIiQYAU,006ci00000SqrSZAAZ
001IV000015S2e8YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,chm@reynaers.com,Redevance 2026,false,,,REYNAERS ALUMINIUM sasu,,Route de Brouchy,HAM,80400,FR,REYNAERS ALUMINIUM sasu,Facture originale électronique à,chm@reynaers.com,.,FR,003IV000010tRVRYA2,003IV000010t2QNYAY,006ci00000SqrSaAAJ
001IV000015S2eZYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,christophe.renoncial@eurial.eu,Redevance 2026,false,,,EURIAL ULTRA FRAIS sasu,,Avenue des Saulniers,CHATEAU SALINS,57170,FR,EURIAL ULTRA FRAIS sasu,Facture originale électronique à,christophe.renoncial@eurial.eu,.,FR,003IV000010tJZVYA2,003IV000010tJZVYA2,006ci00000SqrSbAAJ
001IV000015S2SRYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,clanotte@guerlain.fr,Redevance 2026,false,,,GUERLAIN sas,,4 Avenue Gustave Eiffel,CHARTRES,28000,FR,GUERLAIN sas,Facture originale électronique à,clanotte@guerlain.fr,.,FR,003IV000010t6MdYAI,003IV000010rv3gYAA,006ci00000SqrScAAJ
001IV000015S85uYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.bourgoin@faiveley.fr,Redevance 2026,false,,,FAIVELEY TECH BOURGOIN sasu,,107 allée de Chardillonnay -  Maubec - CS 51001,BOURGOIN JALLIEU,38307,FR,FAIVELEY TECH BOURGOIN sasu,Facture originale électronique à,compta.bourgoin@faiveley.fr,.,FR,003IV000010tIdvYAE,003IV000010tIdvYAE,006ci00000SqrSdAAJ
001IV000015S85wYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,compta.factures.fournisseurs@flowbird.group,Redevance 2026,false,,,FLOWBIRD sasu,,6 Rue Isaac Newton,BESANCON,25000,FR,FLOWBIRD sasu,Facture originale électronique à,compta.factures.fournisseurs@flowbird.group,.,FR,003IV000010su90YAA,003IV000010su90YAA,006ci00000SqrSeAAJ
001IV000015S2eMYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.fournisseur@euroden.com,Redevance 2026,false,,,AUBRET sasu,,ZI BP12 - Saint- Mars La Jaille,VALLONS-DE-L'ERDRE,44540,FR,AUBRET sasu,Facture originale électronique à,compta.fournisseur@euroden.com,.,FR,003IV000010su8nYAA,003IV000010su8nYAA,006ci00000SqrSfAAJ
001IV000015SAFfYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.fournisseur@larnaudie.com,Redevance 2026,false,,,JEAN LARNAUDIE snc,,76 rue des Artisans,FIGEAC,46100,FR,JEAN LARNAUDIE snc,Facture originale électronique à,compta.fournisseur@larnaudie.com,.,FR,003IV000010tIe9YAE,003IV000010tIe9YAE,006ci00000SqrSgAAJ
001IV000015S6a4YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.fournisseurs@carbody.eu,Redevance 2026,false,,,CARBODY sas,,17 rue du moulin Florent,WITRY LES REIMS,51420,FR,CARBODY sas,Facture originale électronique à,compta.fournisseurs@carbody.eu,.,FR,003IV000010sxGSYAY,003IV000010sxGQYAY,006ci00000SqrShAAJ
001IV000015S86DYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.fournisseurs@mdsfrance.fr,Redevance 2026,false,,,MDS sa,,22 Rue Robert Benoist,DOURDAN,91410,FR,MDS sa,Facture originale électronique à,compta.fournisseurs@mdsfrance.fr,.,FR,003IV000010su9RYAQ,003IV000010su9RYAQ,006ci00000SqrSiAAJ
001IV000015RzTeYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.fournisseurs@souchier-boullet.com,Redevance 2026,false,,,SOUCHIER - BOULLET sas,,11 Rue du 47ème Régiment d'Artillerie,HERICOURT,70400,FR,SOUCHIER - BOULLET sas,Facture originale électronique à,compta.fournisseurs@souchier-boullet.com,.,FR,003IV000010tPaLYAU,003IV000010tPaLYAU,006ci00000SqrSjAAJ
001IV000015S2eUYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.fournisseurs@weser.fr,Redevance 2026,false,,,WESER sas,,1 Route de Cléré,MAZIERES DE TOURAINE,37130,FR,WESER sas,Facture originale électronique à,compta.fournisseurs@weser.fr,.,FR,003IV000010tIe4YAE,003IV000010tIe4YAE,006ci00000SqrSkAAJ
001IV000015S8irYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.groupe@plastivaloire.com,Redevance 2026,false,,,PLASTIQUES DU VAL DE LOIRE sa,Comptabilité & ressources Humaines,1 route de la Retaudière - E.I. Nord - BP 38,LANGEAIS,37130,FR,PLASTIQUES DU VAL DE LOIRE sa,Facture originale électronique à,compta.groupe@plastivaloire.com,.,FR,003IV000010tJXjYAM,003IV000010tJXjYAM,006ci00000SqrSlAAJ
001IV000015S2eFYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta.saem@engie.com,Redevance 2026,false,,,SAEM sas,SAEM ENERGIES,2 Boulevard Jean Lafaure,CUSSET,3300,FR,SAEM sas,Facture originale électronique à,compta.saem@engie.com,.,FR,003IV000010tRW6YAM,003IV000010tRW6YAM,006ci00000SqrSmAAJ
001IV000015S2eNYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@afebakery.fr,Redevance 2026,false,,,BONGARD sas,Comptabilité,32 route de Wolfisheim,HOLTZHEIM,67810,FR,BONGARD sas,Facture originale électronique à,compta@afebakery.fr,.,FR,003IV000010tIeYYAU,003IV000010tTt4YAE,006ci00000SqrSnAAJ
001IV000015SAHmYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@atelier36.fr,Redevance 2026,false,,,SAMB sasu,,18 Allée Gaspard Monge -   ZI des Daubourgs,LE BLANC,36300,FR,SAMB sasu,Facture originale électronique à,compta@atelier36.fr,.,FR,003IV000010su8xYAA,003IV000010su8xYAA,006ci00000SqrSoAAJ
001IV000015S8ifYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@charles-perroud.com,Redevance 2026,false,,,CHARLES PERROUD sas,,173 route de Chapernay,LENTILLY,69210,FR,CHARLES PERROUD sas,Facture originale électronique à,compta@charles-perroud.com,.,FR,003IV000010t2foYAA,003IV000010t2foYAA,006ci00000SqrSpAAJ
001IV000015RyE2YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@electropoli.com,Redevance 2026,false,,,ELECTROPOLI FRANCE sarl,Service Comptabilité,Le Grand Chemin,ISIGNY LE BUAT,50540,FR,ELECTROPOLI FRANCE sarl,Facture originale électronique à,compta@electropoli.com,.,FR,003IV000010tJWDYA2,003IV000010tJWDYA2,006ci00000SqrSqAAJ
001IV000015RzTXYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@fr.urgo.com,Redevance 2026,true,,2026-01-01,LABORATOIRES URGO sasu,Comptabilité Fournisseurs,42 rue de Longvic,CHENOVE,21300,FR,LABORATOIRES URGO sasu,Facture originale électronique à,compta@fr.urgo.com,.,FR,003IV000010tJXYYA2,003IV000010tJXYYA2,006ci00000SqrSrAAJ
001IV000015RyDpYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@herbarom-laboratoire.com,Redevance 2026,false,,,HERBAROM LABORATOIRE sas,RH,31 Avenue de Lautagne,VALENCE,26000,FR,HERBAROM LABORATOIRE sas,Facture originale électronique à,compta@herbarom-laboratoire.com,.,FR,003IV000010tI5MYAU,003IV000010tI5MYAU,006ci00000SqrSsAAJ
001IV000015S864YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@jousseau.com,Redevance 2026,false,,,SAS JOUSSEAU,,32 rue du 19 mars 1962,VIRE,71260,FR,SAS JOUSSEAU,Facture originale électronique à,compta@jousseau.com,.,FR,003IV000010tIepYAE,003IV000010tLcYYAU,006ci00000SqrStAAJ
001IV000015S6ZyYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@pdg-plastiques.com,Redevance 2026,false,,,PDG PLASTIQUES sas,Baptiste VILLEVALOIS,31 Route de Sermaises - ZI Secteur 2,MALESHERBES,45330,FR,PDG PLASTIQUES sas,Facture originale électronique à,compta@pdg-plastiques.com,.,FR,003IV000010sxFhYAI,003IV000010t2BIYAY,006ci00000SqrSuAAJ
001IV000015RewCYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@romaire-sa.fr,Redevance 2026,false,,,ETABLISSEMENTS ROMAIRE sasu,,1032 Avenue de Joux,ARNAS,69400,FR,ETABLISSEMENTS ROMAIRE sasu,Facture originale électronique à,compta@romaire-sa.fr,.,FR,003IV000010tWSNYA2,003IV000010tWSNYA2,006ci00000SqrSvAAJ
001IV000015RhU7YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@roval.fr,Redevance 2026,false,,,ROVAL sas,,Rue des Sports,FLERS,61100,FR,ROVAL sas,Facture originale électronique à,compta@roval.fr,.,FR,003IV000010tQICYA2,003IV000010tWSzYAM,006ci00000SqrSwAAJ
001IV000015SJKeYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@samibois.com,Redevance 2026,false,,,SAMIBOIS sasu,,Pôle Technique Odyssée -   6 rue Denis Papin,COËX,85220,FR,SAMIBOIS sasu,Facture originale électronique à,compta@samibois.com,.,FR,003IV000010t2ZQYAY,003IV000010t2ZQYAY,006ci00000SqrSxAAJ
001IV000015S4lJYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@samiplast.fr,Redevance 2026,false,,,SAMIPLAST sasu,Service Comptabilité,Route de Saint Julien des Landes,LA CHAIZE GIRAUD,85220,FR,SAMIPLAST sasu,Facture originale électronique à,compta@samiplast.fr,.,FR,003IV000010t2ZRYAY,003IV000010t2ZRYAY,006ci00000SqrSyAAJ
001IV000015RyDkYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@secmair.fayat.com,Redevance 2026,false,,,SECMAIR sas,Service Comptabilité,Rue des Frères Lumières,COSSE LE VIVIEN,53203,FR,SECMAIR sas,Facture originale électronique à,compta@secmair.fayat.com,.,FR,003IV000010tJXaYAM,003IV000010tI5IYAU,006ci00000SqrSzAAJ
001IV000015SAFgYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@sodel-sa.eu,Redevance 2026,false,,,SODEL sas,,190 rue René Barthelemy,LISIEUX,14100,FR,SODEL sas,Facture originale électronique à,compta@sodel-sa.eu,.,FR,003IV000010rvHLYAY,003IV000010rvHLYAY,006ci00000SqrT0AAJ
001IV000015S2eHYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta@sopronem.com,Redevance 2026,false,,,"SOCIETE DE PRODUCTION DE NEMOURS ""SOPRONEM"" sasu",,2 Rue des Etangs,SAINT-PIERRE-LES-NEMOURS,77140,FR,"SOCIETE DE PRODUCTION DE NEMOURS ""SOPRONEM"" sasu",Facture originale électronique à,compta@sopronem.com,.,FR,003IV000010tRW7YAM,003IV000010tRW7YAM,006ci00000SqrT1AAJ
001IV000015S85tYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta_fournisseur@metauxspeciaux.fr,Redevance 2026,false,,,MSSA sasu,,111 rue de la Volta Pomblière,SAINT MARCEL,73600,FR,MSSA sasu,Facture originale électronique à,compta_fournisseur@metauxspeciaux.fr,.,FR,003IV000010tIeLYAU,003IV000010tIeLYAU,006ci00000SqrT2AAJ
001IV000015SAHRYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta_fraisgeneraux@cofidis-group.com,Redevance 2026,false,,,SYNERGIE Geie,Service comptabilité fournisseurs,Parc de la Haute Borne 61 avenue Halley,VILLENEUVE D'ASCQ,59650,FR,SYNERGIE Geie,Facture originale électronique à,compta_fraisgeneraux@cofidis-group.com,.,FR,003IV000010rvHBYAY,003IV000010rvHBYAY,006ci00000SqrT3AAJ
001IV000015S85iYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta-achats@groupe-papin.fr,Redevance 2026,false,,,PAPIN MANAGEMENT sas,,ZI rue du Stade,SAINT-FULGENT,85250,FR,PAPIN MANAGEMENT sas,Facture originale électronique à,compta-achats@groupe-papin.fr,.,FR,003IV000010tRWmYAM,003IV000010tRWmYAM,006ci00000SqrT4AAJ
001IV000015S9GIYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite.fournisseurs.vf@verallia.com,Redevance 2026,false,,,VERALLIA FRANCE sas,,31 Place des Corolles,COURBEVOIE,92400,FR,VERALLIA FRANCE sas,Facture originale électronique à,comptabilite.fournisseurs.vf@verallia.com,.,FR,003IV000010t9wmYAA,003IV000010t9wmYAA,006ci00000SqrT5AAJ
001IV000015S4lDYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite.fournisseurs@europesnacks.com,Redevance 2026,false,,,FRANDEX sas,,ZI Saint Denis les Lucs,SAINT DENIS LA CHEVASSE,85170,FR,FRANDEX sas,Facture originale électronique à,comptabilite.fournisseurs@europesnacks.com,.,FR,003IV000010tRzGYAU,003IV000010su87YAA,006ci00000SqrT6AAJ
001IV000015S865YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite.fournisseurs@sigvaris.com,Redevance 2026,true,,2026-01-01,SIGVARIS sasu,,ZI Sud d'Andrézieux -   Rue Barthélémy Thimonnier,SAINT-JUST-SAINT-RAMBERT,42170,FR,SIGVARIS sasu,Facture originale électronique à,comptabilite.fournisseurs@sigvaris.com,.,FR,003IV000010su9BYAQ,003IV000010su9BYAQ,006ci00000SrNO9AAN
001IV000015S8jHYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,comptabilite.fournisseurs@somfy.com,Redevance 2026,true,,2026-01-01,SOMFY ACTIVITES SA,,50 Avenue du Nouveau Monde,CLUSES,74300,FR,SOMFY ACTIVITES SA,Facture originale électronique à,comptabilite.fournisseurs@somfy.com,.,FR,003IV000010tJZYYA2,003IV000010tJZYYA2,006ci00000SrNOAAA3
001IV000015S869YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,comptabilite.fr@lennoxemea.com,Redevance 2026,true,,2026-01-01,LFB FRANCE sas,,Rue des Albatros -   ZI Les Meurières,MIONS,69780,FR,LFB FRANCE sas,Facture originale électronique à,comptabilite.fr@lennoxemea.com,.,FR,003IV000010su8XYAQ,003IV000010su8XYAQ,006ci00000SrNOBAA3
001IV000015RyDoYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite@fr.mw.gruppocln.com,Redevance 2026,false,,,MW FRANCE sas,Comptabilité,33 Boulevard du 32ème R.I. -   ZI les Certels,TERGNIER,2700,FR,MW FRANCE sas,Facture originale électronique à,comptabilite@fr.mw.gruppocln.com,.,FR,003IV000010tJXZYA2,003IV000010tJXZYA2,006ci00000SrNOCAA3
001IV000015RyDrYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite@saint-jean.fr,Redevance 2026,false,,,SAINT JEAN sas,,44 Avenue des Allobroges,ROMANS-SUR-ISERE,26100,FR,SAINT JEAN sas,Facture originale électronique à,comptabilite@saint-jean.fr,.,FR,003IV000010su8PYAQ,003IV000010su8PYAQ,006ci00000SrNODAA3
001IV000015S860YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite@sateba.com,Redevance 2026,false,,,SATEBA FRANCE s.a.,,Tour CB21 - 16 Place de l'Iris,PARIS LA DEFENSE CEDEX,92040,FR,SATEBA FRANCE s.a.,Facture originale électronique à,comptabilite@sateba.com,.,FR,003IV000010tIekYAE,003IV000010tIekYAE,006ci00000SrNOEAA3
001IV000015S8jGYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite63@hexcel.com,Redevance 2026,false,,,HEXCEL FIBERS sasu,,Rue Gaston Monmousseau -   ROUSSILLON - CS 50032,SAINT-MAURICE-L'EXIL,38556,FR,HEXCEL FIBERS sasu,Facture originale électronique à,comptabilite63@hexcel.com,.,FR,003IV000010tJZRYA2,003IV000010tJZRYA2,006ci00000SrNOFAA3
001IV000015RewMYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite-fournisseur@blanchon.com,Redevance 2026,false,,,BLANCHON sas,,50 8ème Rue - Cité Berliet,SAINT PRIEST,69800,FR,BLANCHON sas,Facture originale électronique à,comptabilite-fournisseur@blanchon.com,.,FR,003IV000010tQI7YAM,003IV000010tQI7YAM,006ci00000SrNOGAA3
001IV000015Rew8YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilitefournisseurs@doka.com,Redevance 2026,false,,,DOKA FRANCE sasu,,3 chemin des Iles,LE PERRAY EN YVELINES,78610,FR,DOKA FRANCE sasu,Facture originale électronique à,comptabilitefournisseurs@doka.com,.,FR,003IV000010tRTvYAM,003IV000010tRTUYA2,006ci00000SrNOHAA3
001IV000015S2SVYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite-fournisseurs@groupediffusionplus.fr,Redevance 2026,false,,,GROUPE DIFFUSION PLUS sas,,22 Rue des Ombres,NORMANVILLE,27930,FR,GROUPE DIFFUSION PLUS sas,Facture originale électronique à,comptabilite-fournisseurs@groupediffusionplus.fr,.,FR,003IV000010su8lYAA,003IV000010su8lYAA,006ci00000SrNOIAA3
001IV000015RewGYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptabilite-wasselonne@hansgrohe.fr,Redevance 2026,false,,,HANSGROHE WASSELONNE sas,,"Parc d'Activités ""les Pins""",WASSELONNE CEDEX,67319,FR,HANSGROHE WASSELONNE sas,Facture originale électronique à,comptabilite-wasselonne@hansgrohe.fr,.,FR,003IV000010tRViYAM,003IV000010tL9NYAU,006ci00000SrNOJAA3
001IV000015S8iqYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta-finance@oreco.fr,Redevance 2026,false,,,ORGANISATION ECONOMIQUE DU COGNAC sa - ORECO,,44 Boulevard Oscar Planat,COGNAC,16100,FR,ORGANISATION ECONOMIQUE DU COGNAC sa - ORECO,Facture originale électronique à,compta-finance@oreco.fr,.,FR,003IV000010s6QyYAI,003IV000010s6QyYAI,006ci00000SrNOKAA3
001IV000015SAHTYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,comptafour.siege@euralis.com,Redevance 2026,false,,,EURALIS HOLDING sa,,Avenue Gaston Phoebus,LESCAR,64230,FR,EURALIS HOLDING sa,Facture originale électronique à,comptafour.siege@euralis.com,.,FR,003IV000010su8yYAA,003IV000010tTxvYAE,006ci00000SrNOLAA3
001IV000015RyDlYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta-fournisseurs.fr@puma.com,Redevance 2026,false,,,PUMA FRANCE SAS,,4A Place Adrien Zeller,STRASBOURG,67000,FR,PUMA FRANCE SAS,Facture originale électronique à,compta-fournisseurs.fr@puma.com,.,FR,003IV000010su8LYAQ,003IV000010su8LYAQ,006ci00000SrNOMAA3
001IV000015S2eQYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta-fournisseurs@chabanne.com,Redevance 2026,false,,,CHABANNE sas,,La Grange - Route de Rivas,CHAMBOEUF,42330,FR,CHABANNE sas,Facture originale électronique à,compta-fournisseurs@chabanne.com,.,FR,003IV000010tWSKYA2,003IV000010tWSLYA2,006ci00000SrNONAA3
001IV000015S8j5YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptafournisseurs@rolot.com,Redevance 2026,false,,,ETABLISSEMENTS ROLOT ET LEMASSON sasu,,156 Route de Dijon,BEAUNE,21200,FR,ETABLISSEMENTS ROLOT ET LEMASSON sasu,Facture originale électronique à,comptafournisseurs@rolot.com,.,FR,003IV000010tSnSYAU,003IV000010tSnSYAU,006ci00000SrNOOAA3
001IV000015S50HYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,compta-frais2@monin.com,Redevance 2026,false,,,GEORGES MONIN SAS,,5 rue Ferdinand de Lesseps,BOURGES,18000,FR,GEORGES MONIN SAS,Facture originale électronique à,compta-frais2@monin.com,.,FR,003IV000010t3eLYAQ,003IV000010t3eLYAQ,006ci00000SrNOPAA3
001IV000015S8ijYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptafrs@pileje-industrie.com,Redevance 2026,false,,,PILEJE INDUSTRIE sas,Comptabilité Fournisseurs,Les chemins des Ttiolans,SAINT BONNET DE ROCHEFORT,3800,FR,PILEJE INDUSTRIE sas,Facture originale électronique à,comptafrs@pileje-industrie.com,.,FR,003IV000010tSkMYAU,003IV000010s6QXYAY,006ci00000SrNOQAA3
001IV000015RzTOYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,comptagenerale@cofigeo.fr,Redevance 2026,false,,,COFIGEO sas,,2 Rue du Docteur Lombard,ISSY-LES-MOULINEAUX,92130,FR,COFIGEO sas,Facture originale électronique à,comptagenerale@cofigeo.fr,.,FR,003IV000010tJZsYAM,003IV000010tJZsYAM,006ci00000SrNORAA3
001IV000015S50MYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,comptamob-frs@lafuma-mobilier.fr,Redevance 2026,false,,,LAFUMA MOBILIER S.A.S,,6 rue Victoria Lafuma,ANNEYRON,26140,FR,LAFUMA MOBILIER S.A.S,Facture originale électronique à,comptamob-frs@lafuma-mobilier.fr,.,FR,003IV000010tQIIYA2,003IV000010tQIIYA2,006ci00000SrNOSAA3
001IV000015SAGoYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,compta-tiers.efi@efiautomotive.com,Redevance 2026,true,,2026-01-01,ELECTRIFIL AUTOMOTIVE sas,,ZI Ouest Beynost -  77 allée des Grandes Combes,MIRIBEL CEDEX,1708,FR,ELECTRIFIL AUTOMOTIVE sas,Facture originale électronique à,compta-tiers.efi@efiautomotive.com,.,FR,003IV000010tJa8YAE,003IV000010tJa8YAE,006ci00000SrNOTAA3
001IV000015S6a5YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,coralie.rouye@verallia.com,Redevance 2026,false,,,SOCIETE CHARENTAISE DE DECOR sasu,,1 route des Grands Champs,GENSAC LA PALLUE,16130,FR,SOCIETE CHARENTAISE DE DECOR sasu,Facture originale électronique à,coralie.rouye@verallia.com,.,FR,003IV000010sxGpYAI,003IV000010sxGJYAY,006ci00000SrNOUAA3
001IV000015RyL3YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,corinne.ponton@sodis.fr,Redevance 2026,false,,,SOCIETE DE DISTRIBUTION DE PRODUITS DE L'EDITION sas,Ressources Humaines,128 Avenue du Maréchal de Lattre de Tassigny,LAGNY-SUR-MARNE,77400,FR,SOCIETE DE DISTRIBUTION DE PRODUITS DE L'EDITION sas,Facture originale électronique à,corinne.ponton@sodis.fr,.,FR,003IV000010tKf9YAE,003IV000010su98YAA,006ci00000SrNOVAA3
001IV000015S50FYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,cosasaccountspayable@chevron.com,Redevance 2026,false,,,CHEVRON ORONITE sasu,Usine de Gonfreville l'Orcher,Route du Pont 8,LE HAVRE,76600,FR,CHEVRON ORONITE sasu,Facture originale électronique à,cosasaccountspayable@chevron.com,.,FR,003IV000010tJXdYAM,003IV000010tJXdYAM,006ci00000SrNOWAA3
001IV000015S85mYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,cphilibert@caillau.com,Redevance 2026,false,,,CAILLAU sas,Direction des Ressources Humaines,1 Avenue Gustave Eiffel,ROMORANTIN-LANTHENAY,41200,FR,CAILLAU sas,Facture originale électronique à,cphilibert@caillau.com,.,FR,003IV000010tIeBYAU,003IV000010tIeBYAU,006ci00000SrNOXAA3
