Type de commande,*,Date,À ce jour,Période,Période de taxe,Type,Numéro de document,Customer Name,Compte,Mémo,Montant,SF External ID,Article,Statut,Montant (hors taxe),Montant payé,Devise,Numéro de facture,Commande client,SF Customer ID,Montant (taxe totale de la transaction),Montant (Total de la transaction),Tax Amount,Item Amount TTC,Created From ID,Quantité,Nature,Nature de la transaction,Nature,Tax Amount,Montant (taxe),Created From SF ID,File Internal ID,File Name,File Size KB,File Folder,File Type,File URL,File External ID,File Desc,File Created Date
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,12.22,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,12.22,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,26,,,Usage,,2.44,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,.47,,2 - PPE Partenaires - Attestation d'Annulation,Payé en totalité,.47,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,1,,,Usage,,.09,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,786.78,,2 - PPE Partenaires - Avenant,Payé en totalité,786.78,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,1674,,,Usage,,157.36,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,3 - myPixid EU - Contrat,661.29,,3 - myPixid EU - Avenant,Payé en totalité,661.29,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,1407,,,Usage,,132.26,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,1 - GC-Pack EU - PYA T2 (1000 - 2000),23175.33,,1 - GC-Pack EU - PYA T2 (1000 - 2000),Payé en totalité,23175.33,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,208.674,,,Usage,,4635.07,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,1033.53,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,1033.53,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,2199,,,Usage,,206.71,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,1425.04,,1 - GC-Pack EU - Avenant,Payé en totalité,1425.04,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,3032,,,Usage,,285.01,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,9.40,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,9.40,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,20,,,Usage,,1.88,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,2514.97,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,2514.97,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,5351,,,Usage,,502.99,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,78.707,,,Usage,,.00,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,3 - myPixid EU - Contrat,1276.99,,3 - myPixid EU - Contrat Initial,Payé en totalité,1276.99,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,2717,,,Usage,,255.40,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,.47,,2 - PPE Partenaires - Contrat Annulé,Payé en totalité,.47,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,1,,,Usage,,.09,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005238,CREF-00025 START PEOPLE,4110 Revenue - Usage,3 - myPixid EU - Facture,45.76,,3 - myPixid EU - Facture,Payé en totalité,45.76,.00,EUR,Facture #2025005238, ,001IV000015EtnnYAC,6868.95,41213.72,,ERREUR : champ non trouvé,231489,208,,,Usage,,9.15,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,5557.28,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,5557.28,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,11824,,,Usage,,1111.46,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,107.16,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,107.16,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,228,,,Usage,,21.43,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,3 - myPixid EU - Contrat,4.23,,3 - myPixid EU - Contrat Annulé,Payé en totalité,4.23,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,9,,,Usage,,.85,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,7.05,,2 - PPE Partenaires - Attestation d'Annulation,Payé en totalité,7.05,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,15,,,Usage,,1.41,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,3 - myPixid EU - Contrat,1050.92,,3 - myPixid EU - Contrat Initial,Payé en totalité,1050.92,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,2236,,,Usage,,210.18,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,3 - myPixid EU - Contrat,6.11,,3 - myPixid EU - Attestation d'Annulation,Payé en totalité,6.11,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,13,,,Usage,,1.22,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,3 - myPixid EU - Contrat,719.57,,3 - myPixid EU - Avenant,Payé en totalité,719.57,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,1531,,,Usage,,143.91,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,94.47,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,94.47,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,201,,,Usage,,18.89,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,1585.78,,2 - PPE Partenaires - Avenant,Payé en totalité,1585.78,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,3374,,,Usage,,317.16,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,2 - PPE Partenaires - PYA T2 (1000 - 2000),7564.39,,2 - PPE Partenaires - PYA T2 (1000 - 2000),Payé en totalité,7564.39,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,204.167,,,Usage,,1512.87,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,98.255,,,Usage,,.00,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,3 - myPixid EU - Facture,149.82,,3 - myPixid EU - Facture,Payé en totalité,149.82,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,681,,,Usage,,29.96,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,5.64,,2 - PPE Partenaires - Contrat Annulé,Payé en totalité,5.64,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,12,,,Usage,,1.13,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,2726.47,,1 - GC-Pack EU - Avenant,Payé en totalité,2726.47,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,5801,,,Usage,,545.29,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,2633.41,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,2633.41,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,5603,,,Usage,,526.68,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005240,CRIT-00024 CRIT,4110 Revenue - Usage,1 - GC-Pack EU - PYA T3 (2000 - 5000),52734.72,,1 - GC-Pack EU - PYA T3 (2000 - 5000),Payé en totalité,52734.72,.00,EUR,Facture #2025005240, ,001IV000015DcKTYA0,14989.39,89936.41,,ERREUR : champ non trouvé,231490,501.233,,,Usage,,10546.95,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,3 - myPixid EU - Facture,1.54,,3 - myPixid EU - Facture,Payé en totalité,1.54,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,7,,,Usage,,.31,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,3 - myPixid EU - Contrat,45.59,,3 - myPixid EU - Contrat Initial,Payé en totalité,45.59,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,97,,,Usage,,9.12,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,4.23,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,4.23,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,9,,,Usage,,.85,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,3 - myPixid EU - Contrat,18.33,,3 - myPixid EU - Avenant,Payé en totalité,18.33,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,39,,,Usage,,3.67,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,432.40,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,432.40,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,920,,,Usage,,86.48,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,226.54,,1 - GC-Pack EU - Avenant,Payé en totalité,226.54,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,482,,,Usage,,45.31,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,104.34,,2 - PPE Partenaires - Avenant,Payé en totalité,104.34,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,222,,,Usage,,20.87,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),787.68,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,787.68,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,20.197,,,Usage,,157.54,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,155.57,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,155.57,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,331,,,Usage,,31.11,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,3.29,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,3.29,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,7,,,Usage,,.66,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,4.178,,,Usage,,.00,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005239,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),5870.60,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,5870.60,.00,EUR,Facture #2025005239, ,001IV000015EtnpYAC,1530.04,9180.15,,ERREUR : champ non trouvé,231491,50.219,,,Usage,,1174.12,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,.47,,2 - PPE Partenaires - Attestation d'Annulation,Payé en totalité,.47,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,1,,,Usage,,.09,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),1345.75,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,1345.75,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,11.512,,,Usage,,269.15,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,4.70,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,4.70,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,10,,,Usage,,.94,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU - Contrat,180.48,,3 - myPixid EU - Contrat Initial,Payé en totalité,180.48,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,384,,,Usage,,36.10,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,358.61,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,358.61,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,763,,,Usage,,71.72,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,4.23,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,4.23,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,9,,,Usage,,.85,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,.47,,2 - PPE Partenaires - Contrat Annulé,Payé en totalité,.47,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,1,,,Usage,,.09,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,15.129,,,Usage,,.00,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),203.97,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,203.97,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,5.23,,,Usage,,40.79,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU - Contrat,156.04,,3 - myPixid EU - Avenant,Payé en totalité,156.04,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,332,,,Usage,,31.21,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,68.62,,2 - PPE Partenaires - Avenant,Payé en totalité,68.62,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,146,,,Usage,,13.72,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU - Facture,10.34,,3 - myPixid EU - Facture,Payé en totalité,10.34,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,47,,,Usage,,2.07,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,60.16,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,60.16,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,128,,,Usage,,12.03,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005241,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,47.47,,1 - GC-Pack EU - Avenant,Payé en totalité,47.47,.00,EUR,Facture #2025005241, ,001IV000015DcKcYAK,488.25,2929.56,,ERREUR : champ non trouvé,231494,101,,,Usage,,9.49,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,3.688,,,Usage,,.00,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU - Contrat,7.99,,3 - myPixid EU - Avenant,Payé en totalité,7.99,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,17,,,Usage,,1.60,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,69.56,,1 - GC-Pack EU - Avenant,Payé en totalité,69.56,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,148,,,Usage,,13.91,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,13.16,,2 - PPE Partenaires - Avenant,Payé en totalité,13.16,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,28,,,Usage,,2.63,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,1.88,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,1.88,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,4,,,Usage,,.38,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,64.86,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,64.86,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,138,,,Usage,,12.97,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,10.81,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,10.81,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,23,,,Usage,,2.16,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU - Contrat,15.98,,3 - myPixid EU - Contrat Initial,Payé en totalité,15.98,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,34,,,Usage,,3.20,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),259.74,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,259.74,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,6.66,,,Usage,,51.95,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),4550.10,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,4550.10,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,38.923,,,Usage,,910.02,,,,,,,,,, 
, ,30/09/2025,,Sep 2025,Sep 2025,Facture,2025005242,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU - Facture,2.42,,3 - myPixid EU - Facture,Payé en totalité,2.42,.00,EUR,Facture #2025005242, ,001IV000015EgsQYAS,999.30,5995.80,,ERREUR : champ non trouvé,231493,11,,,Usage,,.48,,,,,,,,,, 
